android.permission.SEND_SMS,android.permission.SYSTEM_ALERT_WINDOW,android.permission.GET_ACCOUNTS,android.permission.ACCESS_WIFI_STATE,android.permission.VIBRATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.READ_PHONE_STATE,android.permission.WAKE_LOCK,android.permission.ACCESS_FINE_LOCATION,android.permission.WRITE_SMS,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION,android.permission.INSTALL_PACKAGES,android.permission.CHANGE_WIFI_STATE,android.permission.GET_PACKAGE_SIZE,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,android.permission.EXPAND_STATUS_BAR,android.permission.ACCESS_NETWORK_STATE,android.permission.GET_TASKS,android.permission.WRITE_APN_SETTINGS
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,3.8657027147120937,0.0,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,2.24132402790661,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,3.916598116409467,3.8657027147120937,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,2.5166828998273982,0.0,2.24132402790661,0.0,0.0,0.0,1.9546428219483138,1.9509669430877021,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,0.0,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,0.0,3.916598116409467,0.0,0.0,2.8685663961929735,2.81921754722992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,1.9509669430877021,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.916598116409467,3.8657027147120937,0.0,2.8685663961929735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.916598116409467,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81921754722992,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.9713463381218306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,0.0,2.9713463381218306,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,0.0,3.916598116409467,0.0,0.0,2.8685663961929735,2.81921754722992,0.0,0.0,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,0.0,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,0.0,3.8657027147120937,0.0,0.0,0.0,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,0.0,3.8657027147120937,0.0,0.0,0.0,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,3.916598116409467,0.0,2.9713463381218306,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,0.0,0.0,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,0.0,0.0,0.0,2.8685663961929735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,3.8657027147120937,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,2.24132402790661,0.0,0.0,0.0,1.9546428219483138,1.9509669430877021,0.0
0.0,0.0,6.266628753699077,4.091581534489464,0.0,3.8657027147120937,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,2.24132402790661,0.0,0.0,0.0,1.9546428219483138,1.9509669430877021,0.0
0.0,0.0,6.266628753699077,0.0,0.0,3.8657027147120937,0.0,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,1.9509669430877021,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,3.8657027147120937,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,2.24132402790661,0.0,0.0,0.0,1.9546428219483138,1.9509669430877021,0.0
0.0,0.0,0.0,4.091581534489464,3.916598116409467,3.8657027147120937,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,3.916598116409467,3.8657027147120937,0.0,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.8657027147120937,0.0,2.8685663961929735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,3.916598116409467,0.0,2.9713463381218306,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.273488772982844,0.0,0.0,0.0,3.916598116409467,0.0,0.0,0.0,2.81921754722992,0.0,0.0,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,3.8657027147120937,0.0,2.8685663961929735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,3.916598116409467,3.8657027147120937,0.0,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,10.172362326792214,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,10.172362326792214,6.266628753699077,4.091581534489464,3.916598116409467,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,0.0,3.8657027147120937,0.0,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,2.24132402790661,0.0,2.0580504949444354,0.0,1.9546428219483138,0.0,0.0
0.0,10.172362326792214,0.0,0.0,0.0,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.172362326792214,0.0,0.0,0.0,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.266628753699077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.091581534489464,3.916598116409467,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,0.0,0.0,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,3.916598116409467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,0.0,0.0,2.9713463381218306,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,1.9509669430877021,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81921754722992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,10.172362326792214,6.266628753699077,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,0.0,2.9713463381218306,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,3.916598116409467,0.0,0.0,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,3.916598116409467,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,0.0,3.916598116409467,3.8657027147120937,0.0,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,0.0,3.916598116409467,0.0,2.9713463381218306,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,10.172362326792214,0.0,0.0,3.916598116409467,3.8657027147120937,2.9713463381218306,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,10.172362326792214,0.0,0.0,3.916598116409467,3.8657027147120937,2.9713463381218306,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.9713463381218306,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,3.8657027147120937,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,1.9509669430877021,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.8657027147120937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.8657027147120937,0.0,2.8685663961929735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,0.0,0.0,0.0,0.0,2.8685663961929735,2.81921754722992,0.0,0.0,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.266628753699077,0.0,0.0,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,0.0,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,0.0,2.9713463381218306,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,10.172362326792214,0.0,0.0,0.0,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,10.172362326792214,0.0,4.091581534489464,3.916598116409467,3.8657027147120937,2.9713463381218306,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,2.24132402790661,0.0,2.0580504949444354,0.0,1.9546428219483138,1.9509669430877021,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,10.172362326792214,0.0,0.0,0.0,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,0.0,0.0,0.0,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,3.8657027147120937,0.0,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,0.0,2.9713463381218306,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,0.0,0.0,0.0,2.8685663961929735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,0.0,2.9713463381218306,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,0.0,3.916598116409467,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,0.0,3.916598116409467,0.0,2.9713463381218306,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,1.9509669430877021,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,10.172362326792214,6.266628753699077,4.091581534489464,0.0,0.0,0.0,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,3.916598116409467,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.266628753699077,0.0,3.916598116409467,0.0,0.0,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,3.916598116409467,0.0,0.0,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,0.0,3.916598116409467,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,0.0,3.916598116409467,3.8657027147120937,2.9713463381218306,2.8685663961929735,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,6.266628753699077,4.091581534489464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,3.916598116409467,0.0,2.9713463381218306,0.0,2.81921754722992,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,1.9509669430877021,0.0
0.0,0.0,6.266628753699077,0.0,3.916598116409467,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,2.5166828998273982,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,4.091581534489464,3.916598116409467,0.0,0.0,2.8685663961929735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,3.916598116409467,0.0,0.0,2.8685663961929735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,10.172362326792214,0.0,0.0,0.0,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.9713463381218306,0.0,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,10.172362326792214,6.266628753699077,4.091581534489464,3.916598116409467,0.0,2.9713463381218306,2.8685663961929735,0.0,0.0,2.689402781985972,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,1.9509669430877021,0.0
0.0,0.0,0.0,0.0,3.916598116409467,3.8657027147120937,0.0,0.0,2.81921754722992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9546428219483138,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
